;2rbina2rista;basta;brb;eldzhey;face;feduk;gnoiny;guf;husky;kasta;korzh;krovostok;kunteynir;lizer;lsp;morgenshtern;noizemc;skriptonite;timati;xleb
('е', ',', ' ');933,6445482;1502,235886;798,9955485;349,1416933;1797,824405;1011,773363;1080,540811;1715,60411;794,3889018;1767,157622;1373,746821;1560,851214;1357,179479;1201,6623;1893,737898;1133,750121;1056,913356;1732,597971;1146,56229;973,3307378
('и', 'а', 'з');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;5,713045167;0;0;0
('з', 'н', 'ё');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
"(' ', '""', 'Т')";0;11,64523943;0;0;0;0;0;0;19,37533907;0;0;0;30,15954399;0;0;0;0;0;39,53663069;0
('л', '?', '!');66,6888963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;13,22593871;0;0
(' ', 'в', 'о');733,5778593;1222,75014;3652,551079;872,8542333;1137,863547;1839,587932;1175,088132;1340,931948;1240,0217;1978,37168;1344,518166;1439,940204;1266,700847;1068,144266;1255,399281;583,071491;1399,696066;1692,920155;1541,928597;713,7758744
('з', 'я', 'б');0;23,29047885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('е', 'с', '-');0;0;0;0;0;0;0;0;19,37533907;0;0;0;0;0;21,27795391;0;0;0;0;0
('р', 'т', 'к');0;0;0;0;22,75727095;0;13,50676013;0;58,12601721;21,12140584;14,61432789;10,99190995;30,15954399;0;0;0;5,713045167;13,22593871;0;0
('р', 'и', 'ж');0;11,64523943;0;0;45,5145419;0;0;0;19,37533907;21,12140584;43,84298366;21,98381991;0;0;21,27795391;0;62,84349684;13,22593871;79,07326138;129,7774317
('м', 'у', ' ');466,8222741;605,5524502;684,8533272;174,5708467;591,6890446;735,8351729;229,6149223;828,2226736;620,0108502;591,3993635;774,559378;461,6602181;542,8717918;734,349183;531,9488478;680,2500729;531,3132006;343,8744065;79,07326138;519,1097268
('с', 'ё', 'ш');0;0;0;0;0;0;0;0;0;0;0;0;0;16,68975416;0;64,78572123;0;0;0;0
('(', 'Ё', 'б');0;0;0;0;22,75727095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('ш', 'м', 'а');66,6888963;0;0;0;0;0;0;59,1587624;0;7,040468614;0;120,9110095;0;16,68975416;21,27795391;0;28,56522584;119,0334484;0;64,88871585
('4', ' ', 'р');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;39,67781613;0;0
('о', 'з', '?');0;0;0;0;0;0;0;0;0;0;0;0;0;16,68975416;0;0;0;0;0;0
('2', '1', ' ');0;0;0;0;22,75727095;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
(' ', 'Б', 'П');0;0;0;0;0;91,97939662;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('у', 'ю', '.');0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,27795391;0;0;0;0;0
('л', 'у', ' ');133,3777926;23,29047885;228,2844424;174,5708467;0;0;40,5202804;59,1587624;77,50135627;42,24281168;14,61432789;296,7815688;30,15954399;16,68975416;21,27795391;64,78572123;68,55654201;26,45187742;79,07326138;0
(')', '\n', '–');0;0;0;0;0;0;0;0;0;0;0;0;60,31908798;0;0;0;0;0;0;0
('ф', '\n', 'Д');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('м', ' ', 'ш');0;0;0;0;0;0;27,01352027;39,43917493;58,12601721;56,32374891;14,61432789;32,97572986;30,15954399;16,68975416;0;0;91,40872268;13,22593871;0;0
('А', ' ', 'у');66,6888963;0;0;0;0;0;13,50676013;0;0;0;0;0;60,31908798;0;0;0;11,42609033;0;0;0
('и', ' ', 'Д');0;0;0;58,19028222;0;0;13,50676013;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('м', 'ы', 'к');0;0;0;0;0;0;0;0;19,37533907;7,040468614;0;10,99190995;0;0;0;0;0;0;0;0
('у', 'р', 'е');66,6888963;11,64523943;114,1422212;0;68,27181284;0;54,02704053;19,71958747;58,12601721;14,08093723;29,22865577;87,93527963;30,15954399;0;0;0;51,41740651;330,6484678;0;0
('ы', 'й', ')');0;0;0;0;0;0;0;0;0;0;0;0;0;0;191,5015852;97,17858184;0;52,90375484;0;0
('г', 'о', 'н');133,3777926;104,8071548;114,1422212;116,3805644;136,5436257;183,9587932;135,0676013;78,87834986;271,254747;218,254527;336,1295414;131,9029195;60,31908798;250,3463124;212,7795391;129,5714425;148,5391744;79,35563227;79,07326138;0
('н', 'у', 'к');0;0;114,1422212;0;0;0;13,50676013;19,71958747;19,37533907;21,12140584;14,61432789;10,99190995;0;0;0;64,78572123;0;0;0;0
('д', 'у', ')');0;0;114,1422212;0;0;0;0;39,43917493;0;0;43,84298366;0;0;0;0;0;0;0;0;0
('ё', 'у', ',');0;0;0;0;0;0;0;0;0;0;14,61432789;0;0;0;0;0;0;0;0;0
('0', ' ', 'л');0;23,29047885;0;0;45,5145419;0;0;0;0;0;14,61432789;0;0;0;0;0;0;0;0;64,88871585
('а', 'н', 'т');200,0666889;244,5500279;0;0;386,8736061;183,9587932;94,54732093;157,7566997;58,12601721;260,4973387;43,84298366;362,7330285;331,7549839;116,8282791;21,27795391;129,5714425;279,9392132;66,12969356;39,53663069;64,88871585
('.', ' ', 'х');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;0;0;0
('П', 'а', 'ц');0;0;0;58,19028222;0;0;202,601402;39,43917493;0;49,2832803;87,68596732;10,99190995;0;0;42,55590782;0;0;171,9372032;0;0
(')', ',', ' ');0;0;342,4266636;0;113,7863547;0;283,6419628;19,71958747;0;35,20234307;0;0;0;33,37950832;170,2236313;64,78572123;22,85218067;132,2593871;158,1465228;0
('й', ' ', 'Ч');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('и', 'у', 'а');0;0;0;349,1416933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('Ш', 'о', 'п');0;0;0;0;0;0;0;0;0;0;14,61432789;0;0;0;0;0;0;0;0;0
('з', 'и', ' ');200,0666889;11,64523943;228,2844424;58,19028222;0;0;94,54732093;39,43917493;0;7,040468614;0;32,97572986;30,15954399;33,37950832;0;0;5,713045167;13,22593871;0;0
('т', '»', ':');0;0;0;0;22,75727095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('Ш', 'а', 'л');0;116,4523943;0;0;0;0;13,50676013;0;19,37533907;0;0;0;0;0;0;0;0;0;0;0
('Н', 'и', 'ч');0;23,29047885;0;116,3805644;45,5145419;0;13,50676013;0;0;42,24281168;160,7576068;43,96763982;0;116,8282791;0;32,39286061;85,69567751;0;0;0
('ё', 'с', '?');0;0;0;0;0;91,97939662;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('«', 'Ф', 'а');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;5,713045167;0;0;0
(' ', 'Ш', 'а');0;0;0;0;22,75727095;0;13,50676013;19,71958747;0;0;0;10,99190995;0;0;0;0;0;0;39,53663069;0
('д', 'я', 'е');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('у', 'е', 'б');0;0;0;0;22,75727095;0;40,5202804;0;0;0;0;54,95954977;0;16,68975416;0;0;5,713045167;0;0;0
(' ', 'я', 'н');0;0;0;0;22,75727095;0;0;0;0;0;0;0;0;0;0;0;0;0;39,53663069;0
('е', 'н', '\n');0;116,4523943;0;174,5708467;136,5436257;0;40,5202804;78,87834986;77,50135627;112,6474978;131,528951;175,8705593;120,638176;317,105329;319,1693087;161,9643031;131,4000388;66,12969356;0;194,6661476
('з', 'у', 'л');0;0;0;0;0;0;0;19,71958747;0;14,08093723;29,22865577;0;0;0;0;0;11,42609033;13,22593871;0;0
('г', 'с', 'т');0;11,64523943;0;0;0;0;13,50676013;0;0;7,040468614;0;10,99190995;0;0;0;0;5,713045167;13,22593871;0;0
(',', ' ', 'Т');0;11,64523943;0;0;0;0;0;19,71958747;174,3780516;7,040468614;0;65,95145973;0;0;0;0;0;0;0;0
('п', 'ь', 'е');66,6888963;11,64523943;0;0;68,27181284;0;13,50676013;19,71958747;19,37533907;7,040468614;0;0;60,31908798;0;21,27795391;32,39286061;11,42609033;39,67781613;0;194,6661476
('ш', 'а', '-');0;0;0;0;0;0;0;0;232,5040688;0;0;0;0;0;0;0;0;0;0;0
('И', ' ', 'к');66,6888963;128,0976337;0;232,7611289;45,5145419;91,97939662;108,0540811;78,87834986;174,3780516;84,48562336;160,7576068;10,99190995;90,47863196;83,4487708;191,5015852;32,39286061;57,13045167;66,12969356;197,6831534;64,88871585
('н', 'з', 'д');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,42609033;0;0;0
('р', 'э', 'б');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
('л', '\n', 'К');0;46,5809577;0;58,19028222;0;91,97939662;13,50676013;78,87834986;77,50135627;42,24281168;58,45731155;10,99190995;120,638176;33,37950832;42,55590782;0;34,278271;13,22593871;39,53663069;454,221011
(' ', 'и', ',');0;23,29047885;0;0;22,75727095;183,9587932;27,01352027;19,71958747;58,12601721;14,08093723;14,61432789;32,97572986;0;16,68975416;42,55590782;32,39286061;11,42609033;66,12969356;0;0
('е', ' ', '-');66,6888963;81,51667598;114,1422212;0;0;0;40,5202804;197,1958747;0;0;160,7576068;10,99190995;120,638176;0;0;0;28,56522584;0;0;194,6661476
('н', 'н', 'и');666,888963;151,3881125;114,1422212;0;22,75727095;91,97939662;40,5202804;78,87834986;38,75067814;140,8093723;102,3002952;109,9190995;30,15954399;16,68975416;42,55590782;0;79,98263234;39,67781613;0;64,88871585
(' ', 'Х', 'З');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('е', '\n', '(');0;0;0;0;0;0;13,50676013;0;96,87669534;0;0;0;0;0;21,27795391;32,39286061;0;119,0334484;0;0
('л', ' ', '—');0;23,29047885;0;0;22,75727095;0;13,50676013;0;19,37533907;56,32374891;14,61432789;0;0;16,68975416;85,11181565;64,78572123;28,56522584;66,12969356;0;64,88871585
('ь', '\n', '-');0;0;114,1422212;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;0;0;0
('н', 'я', 'е');400,1333778;34,93571828;114,1422212;58,19028222;0;183,9587932;81,0405608;39,43917493;38,75067814;35,20234307;58,45731155;21,98381991;90,47863196;150,2077874;42,55590782;32,39286061;22,85218067;26,45187742;0;0
('м', 'с', 'и');0;0;342,4266636;0;0;0;27,01352027;0;0;77,44515475;0;10,99190995;30,15954399;0;21,27795391;0;0;0;0;0
('и', 'м', 'а');0;291,1309857;114,1422212;174,5708467;341,3590642;91,97939662;243,1216824;611,3072115;465,0081376;225,2949956;321,5152135;362,7330285;90,47863196;166,8975416;234,057493;259,1428849;251,3739874;79,35563227;434,9029376;259,5548634
('ь', 'я', 'в');533,5111704;11,64523943;0;0;22,75727095;0;0;0;0;0;0;21,98381991;0;0;85,11181565;0;17,1391355;13,22593871;0;0
('в', 'з', 'б');0;0;0;0;0;0;0;0;38,75067814;0;0;0;0;16,68975416;0;0;0;0;0;0
('д', 'ч', 'е');0;0;0;0;0;0;13,50676013;0;19,37533907;0;0;10,99190995;0;0;0;0;0;13,22593871;0;0
('с', 'б', 'у');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;39,53663069;0
('д', 'в', 'л');0;0;0;0;0;0;0;0;0;0;0;0;0;0;85,11181565;0;0;0;0;0
('є', 'т', 'е');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('в', '!', ')');0;0;114,1422212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('ю', 'т', '\n');0;23,29047885;0;0;91,02908379;0;0;39,43917493;77,50135627;35,20234307;58,45731155;65,95145973;271,4358959;333,7950832;85,11181565;97,17858184;74,26958718;26,45187742;0;0
('-', 'б', 'э');0;0;0;0;0;0;0;0;38,75067814;0;0;0;0;0;0;0;0;0;0;64,88871585
('м', '-', 'л');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,39286061;0;0;0;0
('о', 'в', '?');0;34,93571828;0;0;22,75727095;0;0;0;0;7,040468614;0;0;30,15954399;0;0;32,39286061;5,713045167;13,22593871;0;0
('и', '-', 'л');0;0;0;0;0;0;0;0;0;7,040468614;0;10,99190995;0;0;0;32,39286061;0;0;0;0
('т', 'и', 'к');333,4444815;197,9690702;114,1422212;232,7611289;68,27181284;0;202,601402;39,43917493;193,7533907;281,6187445;14,61432789;428,6844882;512,7122478;50,06926248;21,27795391;161,9643031;154,2522195;476,1337936;0;64,88871585
('в', '\n', '—');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,22593871;0;0
('н', ' ', 'Г');0;0;0;0;0;0;0;0;0;0;14,61432789;0;0;0;0;0;0;0;0;0
('-', 'а', 'ш');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
(' ', 'О', ',');0;0;228,2844424;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;13,22593871;0;0
('ц', ' ', '–');0;0;0;0;0;0;0;0;19,37533907;0;0;0;0;0;0;0;0;0;0;0
('с', 'ё', 'м');0;0;0;0;0;0;13,50676013;0;0;21,12140584;0;21,98381991;30,15954399;0;0;64,78572123;51,41740651;26,45187742;39,53663069;0
('ц', ' ', 'в');66,6888963;0;0;0;0;0;0;0;19,37533907;28,16187445;0;0;0;0;0;0;5,713045167;26,45187742;0;0
('п', 'ы', 'е');0;11,64523943;0;0;0;0;67,53380067;0;96,87669534;0;0;43,96763982;0;50,06926248;0;0;11,42609033;0;39,53663069;0
('р', '\n', 'Я');0;81,51667598;0;0;22,75727095;275,9381898;0;0;58,12601721;35,20234307;0;32,97572986;0;16,68975416;0;0;5,713045167;39,67781613;39,53663069;0
('н', '-', 'г');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,278271;0;0;0
('с', 'с', 'к');133,3777926;58,22619713;1027,279991;58,19028222;136,5436257;0;243,1216824;98,59793733;96,87669534;112,6474978;43,84298366;65,95145973;0;83,4487708;0;97,17858184;79,98263234;79,35563227;158,1465228;0
('-', 'а', 'л');0;0;0;0;0;0;0;0;271,254747;0;0;0;0;0;0;0;0;0;0;0
('Д', 'э', 'н');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64,88871585
('В', 'с', 'ё');200,0666889;81,51667598;0;58,19028222;182,0581676;91,97939662;81,0405608;98,59793733;38,75067814;225,2949956;43,84298366;87,93527963;150,7977199;83,4487708;1106,453603;97,17858184;114,2609033;211,6150194;79,07326138;0
('у', 'п', 'ю');0;0;114,1422212;0;0;0;0;0;0;0;0;0;0;0;0;0;17,1391355;119,0334484;0;0
('и', 'к', ' ');0;256,1952674;342,4266636;116,3805644;45,5145419;91,97939662;256,6284425;276,0742245;135,6273735;168,9712467;102,3002952;439,6763982;211,1168079;66,75901664;255,3354469;194,3571637;102,834813;185,163142;39,53663069;64,88871585
('с', 'ь', '»');0;0;0;58,19028222;22,75727095;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('ё', 'с', '\n');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;5,713045167;0;0;0
('щ', 'е', '?');0;0;0;0;22,75727095;0;0;0;0;14,08093723;0;10,99190995;0;0;0;0;0;0;0;0
"('""', 'Э', 'т')";0;11,64523943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,85218067;0;0;0
('9', '7', '-');0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,27795391;0;0;0;0;0
('и', ')', ' ');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('(', 'Т', 'и');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('х', '-', 'н');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('\n', 'М', 'ё');0;0;0;0;0;0;27,01352027;0;0;0;0;0;0;16,68975416;0;0;0;0;0;0
('\n', 'Ё', 'у');0;0;0;0;0;0;0;0;0;0;14,61432789;0;0;0;0;0;0;0;0;0
('0', ' ', 'в');0;11,64523943;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;13,22593871;0;0
('К', 'р', 'у');0;23,29047885;0;116,3805644;22,75727095;0;0;39,43917493;0;28,16187445;0;10,99190995;0;16,68975416;0;0;62,84349684;13,22593871;39,53663069;0
('е', 'в', 'и');0;46,5809577;114,1422212;0;22,75727095;183,9587932;94,54732093;39,43917493;38,75067814;56,32374891;73,07163944;76,94336968;0;33,37950832;85,11181565;32,39286061;85,69567751;0;0;0
('ь', '\n', 'Э');0;23,29047885;114,1422212;0;0;0;67,53380067;19,71958747;19,37533907;49,2832803;29,22865577;21,98381991;60,31908798;16,68975416;63,83386174;64,78572123;0;39,67781613;79,07326138;194,6661476
('т', 'и', 'х');133,3777926;291,1309857;114,1422212;0;68,27181284;183,9587932;175,5878817;276,0742245;96,87669534;176,0117153;102,3002952;98,92718959;30,15954399;183,5872958;127,6677235;32,39286061;199,9565809;145,4853258;79,07326138;0
('б', 'л', 'о');0;104,8071548;0;58,19028222;0;183,9587932;13,50676013;19,71958747;116,2520344;28,16187445;43,84298366;175,8705593;60,31908798;50,06926248;0;32,39286061;125,6869937;66,12969356;39,53663069;0
('т', 'у', 'к');0;11,64523943;0;0;91,02908379;0;0;78,87834986;38,75067814;35,20234307;0;0;211,1168079;0;85,11181565;0;22,85218067;238,0668968;0;0
('у', 'т', ',');0;23,29047885;114,1422212;58,19028222;113,7863547;91,97939662;40,5202804;19,71958747;232,5040688;28,16187445;43,84298366;54,95954977;30,15954399;66,75901664;21,27795391;64,78572123;51,41740651;66,12969356;0;0
('.', '\n', 'Р');0;34,93571828;0;0;0;0;0;0;0;0;0;0;60,31908798;0;0;0;0;0;0;0
('л', 'ф', 'е');0;0;0;0;0;0;13,50676013;0;0;0;0;10,99190995;0;0;0;0;5,713045167;0;0;0
('8', '6', '0');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
(' ', 'И', 'Т');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('Т', 'о', 'в');0;0;0;0;0;0;0;0;0;7,040468614;0;0;30,15954399;0;0;0;5,713045167;0;0;0
('ё', 'ж', 'а');66,6888963;0;0;0;0;0;0;0;0;7,040468614;0;0;90,47863196;0;0;0;11,42609033;0;0;0
('ш', 'ь', '\n');66,6888963;58,22619713;114,1422212;0;273,0872514;183,9587932;67,53380067;39,43917493;116,2520344;147,8498409;248,4435741;109,9190995;0;183,5872958;127,6677235;64,78572123;91,40872268;224,8409581;869,8058751;64,88871585
('К', 'а', 'с');0;23,29047885;0;0;0;0;13,50676013;19,71958747;0;112,6474978;0;0;0;0;0;32,39286061;0;26,45187742;0;0
('о', ' ', 'и');133,3777926;291,1309857;0;1047,42508;341,3590642;459,8969831;553,7771655;907,1010234;348,7561032;513,9542088;219,2149183;439,6763982;241,2763519;183,5872958;468,1149861;809,8215153;411,339252;581,9413033;434,9029376;194,6661476
('ь', 'ю', 'т');0;46,5809577;0;58,19028222;364,1163352;0;27,01352027;0;19,37533907;21,12140584;0;21,98381991;0;116,8282791;42,55590782;0;45,70436134;26,45187742;0;0
('н', 'о', '…');0;23,29047885;0;0;0;0;0;19,71958747;0;14,08093723;0;0;0;0;0;32,39286061;0;0;0;0
('п', 'е', 'к');0;34,93571828;0;58,19028222;22,75727095;183,9587932;27,01352027;19,71958747;77,50135627;42,24281168;0;54,95954977;0;0;21,27795391;32,39286061;34,278271;52,90375484;39,53663069;0
('В', 'а', 'ж');0;11,64523943;0;0;0;0;0;0;0;14,08093723;0;0;0;0;0;0;0;79,35563227;0;0
('И', 'р', 'а');0;11,64523943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('ё', ' ', 'з');0;69,87143656;114,1422212;0;0;0;0;59,1587624;0;35,20234307;58,45731155;21,98381991;0;16,68975416;127,6677235;32,39286061;28,56522584;39,67781613;197,6831534;0
('и', ' ', 'Э');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('ь', 'ч', 'о');0;0;0;0;0;0;0;0;19,37533907;0;0;0;0;0;0;0;0;0;0;0
(')', ' ', '—');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;26,45187742;0;0
('—', ' ', 'Ж');0;0;0;0;22,75727095;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('-', 'о', 'у');0;0;0;0;0;0;0;0;0;0;0;0;0;133,5180333;106,3897696;0;5,713045167;0;0;0
(' ', 'о', 'з');0;11,64523943;114,1422212;0;0;0;0;0;58,12601721;21,12140584;14,61432789;21,98381991;0;16,68975416;0;0;17,1391355;0;0;0
('я', 'е', 'ш');0;23,29047885;0;0;0;0;81,0405608;0;0;28,16187445;14,61432789;43,96763982;30,15954399;16,68975416;0;0;5,713045167;26,45187742;0;0
('г', 'р', 'у');666,888963;186,3238308;114,1422212;174,5708467;136,5436257;275,9381898;216,1081621;295,793812;19,37533907;176,0117153;131,528951;219,8381991;211,1168079;66,75901664;297,8913548;194,3571637;159,9652647;52,90375484;158,1465228;129,7774317
('р', 'п', 'л');0;11,64523943;0;0;250,3299804;0;13,50676013;0;19,37533907;0;0;10,99190995;0;16,68975416;0;0;11,42609033;0;0;0
(' ', 'а', 'п');0;34,93571828;0;0;22,75727095;91,97939662;13,50676013;0;38,75067814;84,48562336;14,61432789;32,97572986;30,15954399;0;0;32,39286061;45,70436134;26,45187742;0;0
('ф', 'о', 'д');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('в', '\n', 'Р');0;11,64523943;0;0;0;0;13,50676013;0;0;14,08093723;14,61432789;0;0;16,68975416;0;0;11,42609033;0;0;0
('о', 'в', 'е');1400,466822;419,2286193;342,4266636;116,3805644;568,9317737;275,9381898;580,7906857;690,1855613;988,1422925;471,7113971;438,4298366;626,5388674;422,2336158;300,4155749;489,39294;161,9643031;519,8871102;330,6484678;434,9029376;454,221011
('В', 'ы', 'м');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,22593871;0;0
('л', 'л', 'а');0;11,64523943;0;0;45,5145419;0;27,01352027;0;0;14,08093723;0;65,95145973;30,15954399;0;0;0;57,13045167;52,90375484;39,53663069;0
('и', 'н', 'ф');0;0;0;0;0;0;0;0;0;7,040468614;14,61432789;0;0;0;0;0;22,85218067;0;39,53663069;0
(' ', 'Ш', 'п');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,45187742;0;0
('Г', 'л', 'о');0;11,64523943;0;58,19028222;0;0;0;0;58,12601721;0;0;0;30,15954399;0;0;0;11,42609033;0;0;0
('у', 'б', 'к');200,0666889;0;0;0;0;0;13,50676013;19,71958747;174,3780516;7,040468614;14,61432789;10,99190995;30,15954399;0;21,27795391;0;11,42609033;39,67781613;39,53663069;0
('ш', 'ь', ' ');466,8222741;1292,621576;798,9955485;814,6639511;1570,251695;1011,773363;945,4732093;315,5133995;542,5094939;837,815765;1139,917575;538,6035878;452,3931598;2036,150008;1021,341788;777,4286547;839,8176396;1970,664868;1779,148381;1362,663033
('\n', 'Д', 'ь');0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,27795391;0;0;0;0;0
('р', 'д', ' ');0;11,64523943;0;0;0;0;27,01352027;0;19,37533907;35,20234307;0;0;0;0;0;0;5,713045167;26,45187742;0;0
('и', 'г', 'и');0;11,64523943;0;0;0;0;13,50676013;0;19,37533907;35,20234307;29,22865577;32,97572986;30,15954399;0;21,27795391;0;39,99131617;39,67781613;0;0
('а', 'р', '-');66,6888963;0;0;0;0;0;0;0;0;0;0;10,99190995;30,15954399;0;0;0;5,713045167;0;0;0
('п', 'ш', 'а');66,6888963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
(' ', '1', '6');0;0;0;0;22,75727095;0;0;0;0;0;0;0;0;0;0;129,5714425;0;0;0;0
('О', ' ', 'п');0;0;0;58,19028222;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('а', 'л', 'у');66,6888963;11,64523943;0;0;22,75727095;0;54,02704053;78,87834986;38,75067814;14,08093723;14,61432789;43,96763982;0;16,68975416;21,27795391;129,5714425;51,41740651;52,90375484;39,53663069;0
('б', 'р', 'ю');133,3777926;11,64523943;0;0;0;0;40,5202804;19,71958747;155,0027125;7,040468614;0;21,98381991;30,15954399;0;0;0;0;0;0;0
('ы', 'з', 'г');0;0;0;0;0;0;0;0;77,50135627;0;0;10,99190995;0;0;0;32,39286061;5,713045167;0;0;0
('у', 'т', 'а');400,1333778;81,51667598;0;116,3805644;0;275,9381898;67,53380067;59,1587624;19,37533907;176,0117153;43,84298366;21,98381991;120,638176;50,06926248;42,55590782;32,39286061;74,26958718;79,35563227;0;0
('к', 'ж', 'е');0;0;0;0;91,02908379;183,9587932;0;39,43917493;0;0;29,22865577;21,98381991;60,31908798;0;0;0;17,1391355;13,22593871;0;0
('ц', 'о', 'в');0;34,93571828;228,2844424;0;0;0;27,01352027;19,71958747;0;91,52609198;14,61432789;87,93527963;30,15954399;16,68975416;0;0;45,70436134;13,22593871;0;0
('ъ', 'я', 'с');0;34,93571828;0;0;68,27181284;0;13,50676013;19,71958747;19,37533907;7,040468614;43,84298366;0;30,15954399;0;0;0;17,1391355;13,22593871;0;129,7774317
('«', 'н', 'и');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
('ж', 'у', 'е');0;0;0;58,19028222;0;0;0;0;0;0;0;0;0;0;0;0;0;13,22593871;0;0
('и', ' ', 'К');133,3777926;11,64523943;0;0;22,75727095;0;0;0;0;7,040468614;0;21,98381991;0;0;0;0;34,278271;0;0;64,88871585
('ж', 'у', '-');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('д', 'а', 'ш');66,6888963;0;0;0;0;0;40,5202804;0;19,37533907;0;14,61432789;10,99190995;0;16,68975416;148,9456774;0;11,42609033;0;0;0
('ь', '”', '.');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
"('""', '\n', 'З')";0;0;0;0;0;0;0;0;19,37533907;0;0;0;0;0;0;0;11,42609033;0;0;0
('*', '*', '*');0;0;0;0;45,5145419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('Б', 'э', ')');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('т', 'ь', ':');0;23,29047885;0;0;0;0;0;59,1587624;19,37533907;21,12140584;43,84298366;0;0;0;21,27795391;64,78572123;17,1391355;13,22593871;118,6098921;0
('о', ' ', '2');0;0;0;0;45,5145419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64,88871585
('\n', 'А', 'в');0;0;0;0;22,75727095;0;0;0;116,2520344;42,24281168;0;0;0;16,68975416;0;32,39286061;0;0;0;0
('д', 'ы', 'б');0;0;0;0;0;0;13,50676013;19,71958747;0;7,040468614;0;10,99190995;0;0;0;0;5,713045167;0;0;0
('з', ' ', '-');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,22593871;0;0
('л', 'а', 'р');0;0;0;0;0;0;13,50676013;19,71958747;58,12601721;7,040468614;0;0;60,31908798;0;0;0;22,85218067;39,67781613;0;0
